# t_ms,yaw_deg,pitch_deg,roll_deg,range_mm,ok
13380,9.05,-16.02,-0.45,1562,1
13400,8.64,-16.58,0.21,1575,1
13420,8.23,-17.12,-1.22,1581,1
13440,7.82,-17.66,-0.92,1591,1
13460,7.42,-18.18,-0.72,1603,1
13480,7.01,-18.69,-0.51,1587,1
13500,6.60,-19.20,0.78,1592,1
13520,6.19,-19.69,0.36,1612,1
13540,5.78,-20.17,-0.93,1609,1
13560,5.38,-20.64,-0.33,1603,1
13580,4.97,-21.09,0.31,1602,1
13600,4.56,-21.53,-0.43,1608,1
13620,4.15,-21.96,-1.23,1609,1
13640,3.74,-22.38,0.80,1632,1
13660,3.33,-22.78,-0.59,1631,1
13680,2.92,-23.18,0.10,1601,1
13700,2.52,-23.55,0.18,1652,1
13720,2.11,-23.91,0.89,1653,1
13740,1.70,-24.26,-0.26,1659,1
13760,1.29,-24.60,0.47,1662,1
13780,0.88,-24.91,-0.24,1635,1
13800,0.47,-25.22,-0.07,1641,1
13820,0.06,-25.51,-0.64,1668,1
13840,-0.35,-25.78,0.78,1641,1
13860,-0.76,-26.04,0.88,1674,1
13880,-1.17,-26.28,0.64,1657,1
13900,-1.57,-26.51,1.20,1701,1
13920,-1.98,-26.72,0.16,1677,1
13940,-2.39,-26.92,0.60,1681,1
13960,-2.80,-27.10,0.05,1699,1
13980,-3.21,-27.26,0.44,1673,1
14000,-3.62,-27.41,0.38,1687,1
14020,-4.03,-27.54,0.97,1699,1
14040,-4.44,-27.66,-0.27,1712,1
14060,-4.85,-27.75,1.06,1705,1
14080,-5.25,-27.84,0.26,1697,1
14100,-5.66,-27.90,0.75,1719,1
14120,-6.07,-27.95,-0.79,1713,1
14140,-6.48,-27.98,0.15,1694,1
14160,-6.89,-28.00,1.53,1715,1
14180,-7.29,-28.00,0.68,1702,1
14200,-7.70,-27.98,-1.00,1723,1
14220,-8.11,-27.94,0.10,1705,1
14240,-8.52,-27.89,-0.09,1710,1
14260,-8.92,-27.83,-0.49,1722,1
14280,-9.33,-27.74,-0.38,1723,1
14300,-9.74,-27.64,0.32,1711,1
14320,-10.14,-27.52,0.17,782,1
14340,-10.55,-27.39,0.02,807,1
14360,-10.96,-27.24,0.44,785,1
14380,-11.36,-27.07,0.65,781,1
14400,-11.77,-26.89,0.37,769,1
14420,-12.17,-26.69,-0.48,777,1
14440,-12.58,-26.48,-0.51,803,1
14460,-12.98,-26.25,0.39,801,1
14480,-13.39,-26.00,-0.59,796,1
14500,-13.79,-25.74,0.87,791,1
14520,-14.20,-25.47,-0.08,773,1
14540,-14.60,-25.18,0.11,802,1
14560,-15.00,-24.87,-0.38,766,1
14580,-15.41,-24.55,0.20,774,1
14600,-15.81,-24.21,1.03,769,1
14620,-16.21,-23.86,0.28,761,1
14640,-16.62,-23.50,-0.60,780,1
14660,-17.02,-23.12,1.10,773,1
14680,-17.42,-22.73,-0.66,742,1
14700,-17.82,-22.32,-1.11,744,1
14720,-18.22,-21.90,-1.11,759,1
14740,-18.62,-21.47,0.87,758,1
14760,-19.02,-21.03,-0.19,730,1
14780,-19.42,-20.57,0.47,724,1
14800,-19.82,-20.10,-0.16,736,1
14820,-20.22,-19.62,0.33,743,1
14840,-20.62,-19.13,0.01,736,1
14860,-21.02,-18.62,0.07,732,1
14880,-21.41,-18.11,0.04,722,1
14900,-21.81,-17.58,-0.29,711,1
14920,-22.21,-17.04,0.05,755,1
14940,-22.60,-16.50,0.15,714,1
14960,-23.00,-15.94,-0.99,716,1
14980,-23.39,-15.37,0.44,717,1
15000,-23.79,-14.80,-0.06,728,1
15020,-24.18,-14.21,-0.65,710,1
15040,-24.58,-13.62,0.15,736,1
15060,-24.97,-13.02,-1.27,707,1
15080,-25.36,-12.41,1.49,700,1
15100,-25.76,-11.80,-0.05,701,1
15120,-26.15,-11.17,-0.09,716,1
15140,-26.54,-10.55,-0.82,708,1
15160,-26.93,-9.91,1.01,697,1
15180,-27.32,-9.27,0.51,700,1
15200,-27.71,-8.62,-0.16,687,1
15220,-28.10,-7.97,0.62,709,1
15240,-28.49,-7.31,0.36,692,1
15260,-28.87,-6.65,-0.44,709,1
15280,-29.26,-5.98,-0.54,709,1
15300,-29.65,-5.32,-0.01,693,1
15320,-30.03,-4.64,-0.07,669,1
15340,-30.42,-3.97,-0.88,689,1
15360,-30.80,-3.29,0.46,696,1
15380,-31.19,-2.61,0.76,695,1
15400,-31.57,-1.93,-0.79,686,1
15420,-31.95,-1.25,0.24,718,1
15440,-32.34,-0.57,-0.50,711,1
15460,-32.72,0.11,0.16,709,1
15480,-33.10,0.80,0.02,707,1
15500,-33.48,1.48,-0.39,714,1
15520,-33.86,2.16,-0.89,688,1
15540,-34.24,2.84,-0.44,714,1
15560,-34.61,3.52,-0.56,688,1
15580,-34.99,4.20,-0.76,696,1
15600,-35.37,4.87,-0.38,699,1
15620,-35.74,5.54,-0.58,696,1
15640,-36.12,6.21,-0.28,704,1
15660,-36.49,6.87,0.15,706,1
15680,-36.87,7.53,-1.31,710,1
15700,-37.24,8.19,-0.48,700,1
15720,-37.61,8.84,-0.95,717,1
15740,-37.98,9.48,-0.18,701,1
15760,-38.35,10.12,0.59,707,1
15780,-38.72,10.76,0.58,707,1
15800,-39.09,11.38,-1.09,696,1
15820,-39.46,12.01,0.26,730,1
15840,-39.83,12.62,0.07,723,1
15860,-40.19,13.22,-0.73,2022,0
15880,-40.56,13.82,-0.32,2044,0
15900,-40.92,14.41,0.05,2061,0
15920,-41.29,14.99,-0.77,2042,0
15940,-41.65,15.57,-0.08,2097,0
15960,-42.01,16.13,0.15,2096,0
15980,-42.37,16.68,-0.33,2114,0
16000,-42.73,17.23,0.09,2139,0
16020,-43.09,17.76,0.03,2175,0
16040,-43.45,18.28,1.08,2198,0
16060,-43.81,18.79,0.64,2216,0
16080,-44.17,19.29,0.08,2217,0
16100,-44.52,19.78,-0.44,2234,0
16120,-44.88,20.26,-0.38,2255,0
16140,-45.23,20.73,0.32,2297,0
16160,-45.59,21.18,-1.15,2293,0
16180,-45.94,21.62,-0.25,2319,0
16200,-46.29,22.05,-0.68,2328,0
16220,-46.64,22.46,0.34,2337,0
16240,-46.99,22.86,1.55,2385,0
16260,-47.34,23.25,-0.09,2408,0
16280,-47.69,23.62,0.08,2449,0
16300,-48.03,23.98,-0.22,2457,0
16320,-48.38,24.33,0.90,2471,0
16340,-48.72,24.66,1.03,2513,0
16360,-49.07,24.97,0.02,2521,0
16380,-49.41,25.28,0.58,2538,0
16400,-49.75,25.56,0.34,2556,0
16420,-50.09,25.83,0.85,2610,0
16440,-50.43,26.09,0.65,2610,0
16460,-50.77,26.33,-0.45,2637,0
16480,-51.10,26.55,0.69,2654,0
16500,-51.44,26.76,-0.36,2714,0
16520,-51.78,26.96,-0.20,2710,0
16540,-52.11,27.13,0.60,2774,0
16560,-52.44,27.29,-1.08,2762,0
16580,-52.77,27.44,0.71,2785,0
16600,-53.11,27.57,-0.16,2840,0
16620,-53.44,27.68,-0.31,2834,0
16640,-53.76,27.77,0.54,2845,0
16660,-54.09,27.85,0.64,2879,0
16680,-54.42,27.91,-0.76,2896,0
16700,-54.74,27.96,-0.46,2945,0
16720,-55.07,27.99,0.00,2975,0
16740,-55.39,28.00,0.37,2976,0
16760,-55.71,28.00,-1.15,3025,0
16780,-56.03,27.97,0.30,3061,0
16800,-56.35,27.94,-1.12,3073,0
16820,-56.67,27.88,-0.21,3079,0
16840,-56.99,27.81,-0.88,3125,0
16860,-57.30,27.72,-1.22,3126,0
16880,-57.62,27.62,0.21,3158,0
16900,-57.93,27.50,-0.35,3164,0
16920,-58.24,27.36,0.95,3215,0
16940,-58.56,27.21,-0.18,3241,0
16960,-58.87,27.04,-0.56,3243,0
16980,-59.18,26.86,0.09,3273,0
17000,-59.48,26.65,1.00,3304,0
17020,-59.79,26.44,-0.64,3332,0
17040,-60.09,26.20,0.57,3371,0
17060,-60.40,25.96,-0.43,3378,0
17080,-60.70,25.69,-0.61,3378,0
17100,-61.00,25.41,-0.48,3436,0
17120,-61.30,25.12,0.12,3434,0
17140,-61.60,24.81,0.36,3477,0
17160,-61.90,24.48,0.85,3507,0
17180,-62.20,24.15,0.59,3513,0
17200,-62.49,23.79,0.42,3537,0
17220,-62.78,23.43,0.15,3576,0
17240,-63.08,23.05,-0.01,3611,0
17260,-63.37,22.65,0.53,3639,0
17280,-63.66,22.24,-0.34,3653,0
17300,-63.95,21.82,-0.32,3669,0
17320,-64.23,21.39,-0.01,3703,0
17340,-64.52,20.94,0.38,3768,0
17360,-64.80,20.48,-0.52,3770,0
17380,-65.09,20.01,-0.19,3781,0
17400,-65.37,19.52,-0.62,3820,0
17420,-65.65,19.03,-0.34,3867,0
17440,-65.93,18.52,-1.40,3891,0
17460,-66.21,18.01,0.17,3909,0
17480,-66.48,17.48,0.36,3943,0
17500,-66.76,16.94,0.10,3976,0
17520,-67.03,16.39,-0.43,3984,0
17540,-67.30,15.83,0.38,4012,0
17560,-67.57,15.26,-0.12,4079,0
17580,-67.84,14.69,-0.35,4101,0
17600,-68.11,14.10,1.04,4170,0
17620,-68.38,13.51,0.77,4186,0
17640,-68.64,12.90,-1.16,4206,0
17660,-68.91,12.29,-0.52,4260,0
17680,-69.17,11.68,0.11,4300,0
17700,-69.43,11.05,-0.40,4386,0
17720,-69.69,10.42,0.17,4394,0
17740,-69.95,9.79,0.56,4439,0
17760,-70.21,9.14,-0.75,4507,0
17780,-70.46,8.49,-0.16,4536,0
17800,-70.71,7.84,-0.92,4588,0
17820,-70.97,7.18,-1.39,4614,0
17840,-71.22,6.52,0.12,4695,0
17860,-71.47,5.85,-1.42,4744,0
17880,-71.72,5.19,-0.45,4796,0
17900,-71.96,4.51,-0.55,4842,0
17920,-72.21,3.84,0.33,4928,0
17940,-72.45,3.16,0.31,4981,0
17960,-72.69,2.48,0.04,5039,0
17980,-72.93,1.80,0.33,5113,0
18000,-73.17,1.12,-0.09,5181,0
18020,-73.41,0.44,-0.39,5251,0
18040,-73.64,-0.25,0.31,5353,0
18060,-73.88,-0.93,1.37,5408,0
18080,-74.11,-1.61,-0.93,5498,0
18100,-74.34,-2.29,0.50,5571,0
18120,-74.57,-2.97,0.79,5669,0
18140,-74.80,-3.65,-0.71,5742,0
18160,-75.03,-4.33,0.16,5812,0
18180,-75.25,-5.00,-0.61,5921,0
18200,-75.48,-5.67,-0.24,6006,0
18220,-75.70,-6.34,0.20,6037,0
18240,-75.92,-7.00,-0.74,6041,0
18260,-76.14,-7.66,0.96,6068,0
18280,-76.36,-8.32,0.61,6062,0
18300,-76.57,-8.97,0.40,6079,0
18320,-76.79,-9.61,-0.46,6091,0
18340,-77.00,-10.25,0.61,6104,0
18360,-77.21,-10.88,1.18,6099,0
18380,-77.42,-11.51,1.09,6148,0
18400,-77.63,-12.13,0.45,6160,0
18420,-77.83,-12.74,-0.36,6147,0
18440,-78.04,-13.34,0.07,6156,0
18460,-78.24,-13.94,0.40,6181,0
18480,-78.44,-14.53,1.39,6173,0
18500,-78.64,-15.11,-0.02,6242,0
18520,-78.84,-15.68,0.29,6239,0
18540,-79.04,-16.24,-0.13,6252,0
18560,-79.23,-16.79,-0.49,6265,0
18580,-79.42,-17.33,-0.01,6287,0
18600,-79.62,-17.86,-0.51,6307,0
18620,-79.81,-18.38,0.03,6323,0
18640,-79.99,-18.89,-0.64,6348,0
18660,-80.18,-19.39,0.59,6365,0
18680,-80.37,-19.88,-0.22,6387,0
18700,-80.55,-20.35,-0.14,6393,0
18720,-80.73,-20.81,0.93,6427,0
18740,-80.91,-21.27,-0.39,6436,0
18760,-81.09,-21.70,0.12,6462,0
18780,-81.27,-22.13,-0.44,6466,0
18800,-81.44,-22.54,0.40,6495,0
18820,-81.61,-22.94,-0.61,6500,0
18840,-81.79,-23.32,-0.73,6539,0
18860,-81.96,-23.69,0.21,6553,0
18880,-82.12,-24.05,-0.61,6569,0
18900,-82.29,-24.39,-0.20,6587,0
18920,-82.45,-24.72,-0.50,6609,0
18940,-82.62,-25.03,-1.01,6635,0
18960,-82.78,-25.33,0.00,6636,0
18980,-82.94,-25.62,-0.37,6665,0
19000,-83.10,-25.88,-0.34,6675,0
19020,-83.25,-26.14,1.04,6692,0
19040,-83.41,-26.37,0.27,6692,0
19060,-83.56,-26.60,0.58,6698,0
19080,-83.71,-26.80,0.02,6736,0
19100,-83.86,-26.99,0.24,6719,0
19120,-84.01,-27.16,0.65,6757,0
19140,-84.15,-27.32,-1.10,6763,0
19160,-84.30,-27.46,0.85,6753,0
19180,-84.44,-27.59,0.68,6755,0
19200,-84.58,-27.70,0.46,6799,0
19220,-84.72,-27.79,-0.20,6795,0
19240,-84.86,-27.86,-0.06,6772,0
19260,-84.99,-27.92,-0.03,6788,0
19280,-85.13,-27.97,-0.09,6801,0
19300,-85.26,-27.99,0.25,6797,0
19320,-85.39,-28.00,1.11,6795,0
19340,-85.52,-27.99,0.05,6800,0
19360,-85.64,-27.97,-0.38,6790,0
19380,-85.77,-27.93,0.09,6806,0
19400,-85.89,-27.87,-0.34,6774,0
19420,-86.01,-27.80,-0.27,6780,0
19440,-86.13,-27.70,-0.70,6789,0
19460,-86.25,-27.60,0.09,6776,0
19480,-86.37,-27.47,0.03,6748,0
19500,-86.48,-27.33,0.30,6753,0
19520,-86.59,-27.18,0.18,6739,0
19540,-86.70,-27.01,-0.65,6714,0
19560,-86.81,-26.82,0.62,6732,0
19580,-86.92,-26.61,-0.36,6710,0
19600,-87.02,-26.39,-1.26,6711,0
19620,-87.13,-26.16,0.40,6674,0
19640,-87.23,-25.91,-0.62,6678,0
19660,-87.33,-25.64,0.87,6632,0
19680,-87.43,-25.36,-0.54,6641,0
19700,-87.52,-25.06,0.54,6624,0
19720,-87.62,-24.75,0.67,6575,0
19740,-87.71,-24.42,-1.25,6598,0
19760,-87.80,-24.08,-1.07,6581,0
19780,-87.89,-23.72,0.24,6567,0
19800,-87.98,-23.35,-0.37,6562,0
19820,-88.06,-22.97,0.63,6516,0
19840,-88.15,-22.57,-0.42,6490,0
19860,-88.23,-22.16,-0.04,6474,0
19880,-88.31,-21.74,0.29,6446,0
19900,-88.39,-21.30,0.04,6446,0
19920,-88.46,-20.85,-0.20,6440,0
19940,-88.54,-20.39,-0.33,6416,0
19960,-88.61,-19.92,-1.16,6390,0
19980,-88.68,-19.43,-0.11,6364,0
20000,-88.75,-18.93,-0.37,6337,0
20020,-88.82,-18.42,-0.43,6319,0
20040,-88.88,-17.90,-0.36,6279,0
20060,-88.94,-17.37,-0.31,6280,0
20080,-89.01,-16.83,-0.08,6255,0
20100,-89.07,-16.28,-0.15,6260,0
20120,-89.12,-15.72,0.81,6227,0
20140,-89.18,-15.15,0.55,6227,0
20160,-89.23,-14.57,-0.20,6213,0
20180,-89.29,-13.99,0.67,6181,0
20200,-89.34,-13.39,-0.07,6160,0
20220,-89.39,-12.79,0.22,6157,0
20240,-89.43,-12.17,0.59,6134,0
20260,-89.48,-11.56,0.44,6121,0
20280,-89.52,-10.93,0.40,6123,0
20300,-89.56,-10.30,-0.70,6107,0
20320,-89.60,-9.66,-0.37,6070,0
20340,-89.64,-9.02,0.90,6080,0
20360,-89.67,-8.37,0.18,6049,0
20380,-89.71,-7.71,-0.44,6044,0
20400,-89.74,-7.05,0.42,6042,0
20420,-89.77,-6.39,0.71,6040,0
20440,-89.80,-5.72,0.53,6018,0
20460,-89.82,-5.05,0.04,6034,0
20480,-89.85,-4.38,-0.34,6023,0
20500,-89.87,-3.71,-0.24,5999,0
20520,-89.89,-3.03,1.73,6000,0
20540,-89.91,-2.35,0.99,5999,0
20560,-89.93,-1.67,0.19,6004,0
20580,-89.94,-0.98,-0.47,6009,0
20600,-89.96,-0.30,0.23,6011,0
20620,-89.97,0.38,0.36,5981,0
20640,-89.98,1.06,0.27,6007,0
20660,-89.99,1.75,-0.25,6021,0
20680,-89.99,2.43,0.45,6011,0
20700,-90.00,3.11,0.72,5998,0
20720,-90.00,3.78,-0.78,5995,0
20740,-90.00,4.46,-0.65,6024,0
20760,-90.00,5.13,-0.99,6022,0
20780,-90.00,5.80,-0.68,6031,0
20800,-89.99,6.47,-0.92,6042,0
20820,-89.98,7.13,-0.16,6052,0
20840,-89.97,7.79,-0.04,6056,0
20860,-89.96,8.44,-0.79,6067,0
20880,-89.95,9.09,0.02,6045,0
20900,-89.94,9.73,-0.27,6076,0
20920,-89.92,10.37,-1.19,6104,0
20940,-89.90,11.00,-0.37,6103,0
20960,-89.88,11.63,0.20,6113,0
20980,-89.86,12.25,-0.49,6138,0
21000,-89.84,12.86,0.48,6142,0
21020,-89.81,13.46,0.35,6161,0
21040,-89.78,14.05,-1.14,6190,0
21060,-89.75,14.64,0.00,6188,0
21080,-89.72,15.22,0.47,6222,0
21100,-89.69,15.79,0.62,6244,0
21120,-89.65,16.35,-0.13,6248,0
21140,-89.62,16.89,-0.26,6279,0
21160,-89.58,17.43,-0.95,6301,0
21180,-89.54,17.96,-0.10,6315,0
21200,-89.50,18.48,0.59,6302,0
21220,-89.45,18.99,0.01,6349,0
21240,-89.41,19.49,-0.28,6351,0
21260,-89.36,19.97,-0.50,6402,0
21280,-89.31,20.44,-0.51,6361,0
21300,-89.26,20.90,-0.08,6408,0
21320,-89.20,21.35,-0.55,6437,0
21340,-89.15,21.79,0.63,6451,0
21360,-89.09,22.21,1.17,6463,0
21380,-89.03,22.62,-0.66,6493,0
21400,-88.97,23.01,0.34,6528,0
21420,-88.91,23.40,0.45,6525,0
21440,-88.85,23.76,-0.55,6533,0
21460,-88.78,24.12,-0.15,6587,0
21480,-88.71,24.46,0.31,6575,0
21500,-88.64,24.78,-0.01,6619,0
21520,-88.57,25.09,-0.21,6603,0
21540,-88.50,25.39,0.46,6646,0
21560,-88.42,25.67,-0.15,6679,0
21580,-88.34,25.93,-0.02,6666,0
21600,-88.26,26.18,-0.56,6700,0
21620,-88.18,26.42,-1.65,6715,0
21640,-88.10,26.64,-0.41,6721,0
21660,-88.02,26.84,0.41,6729,0
21680,-87.93,27.03,-0.05,6721,0
21700,-87.84,27.20,0.35,6748,0
21720,-87.75,27.35,-0.59,6744,0
21740,-87.66,27.49,1.52,6740,0
21760,-87.57,27.61,-0.13,6768,0
21780,-87.47,27.72,0.56,6759,0
21800,-87.37,27.80,0.86,6776,0
21820,-87.28,27.88,0.01,6797,0
21840,-87.17,27.93,-0.67,6799,0
21860,-87.07,27.97,-0.35,6789,0
21880,-86.97,27.99,0.01,6779,0
21900,-86.86,28.00,0.86,6793,0
21920,-86.75,27.99,-0.40,6754,0
21940,-86.64,27.96,-0.28,6781,0
21960,-86.53,27.92,0.24,6795,0
21980,-86.42,27.86,-0.28,6786,0
22000,-86.30,27.78,0.22,6787,0
22020,-86.19,27.69,-0.16,6753,0
22040,-86.07,27.57,-0.71,6752,0
22060,-85.95,27.45,0.04,6762,0
22080,-85.82,27.30,-0.53,6753,0
22100,-85.70,27.15,-0.55,6740,0
22120,-85.57,26.97,0.41,6736,0
22140,-85.45,26.78,0.76,6741,0
22160,-85.32,26.57,-0.27,6698,0
22180,-85.19,26.35,0.18,6684,0
22200,-85.05,26.11,0.43,6705,0
22220,-84.92,25.85,-0.75,6640,0
22240,-84.78,25.58,0.31,6636,0
22260,-84.64,25.30,0.18,6636,0
22280,-84.50,25.00,-0.50,6641,0
22300,-84.36,24.68,1.18,6593,0
22320,-84.22,24.35,-0.47,6590,0
22340,-84.07,24.01,-0.91,6544,0
22360,-83.93,23.65,0.04,6520,0
22380,-83.78,23.28,0.60,6532,0
22400,-83.63,22.89,-0.42,6511,0
22420,-83.48,22.49,1.14,6485,0
22440,-83.32,22.08,0.10,6453,0
22460,-83.17,21.65,0.37,6455,0
22480,-83.01,21.21,0.30,6431,0
22500,-82.85,20.76,-0.09,6426,0
22520,-82.69,20.30,-0.11,6391,0
22540,-82.53,19.82,-0.12,6366,0
22560,-82.36,19.33,0.13,6354,0
22580,-82.20,18.83,0.78,6355,0
22600,-82.03,18.32,0.36,6315,0
22620,-81.86,17.80,0.46,6305,0
22640,-81.69,17.27,0.16,6283,0
22660,-81.52,16.73,-0.47,6259,0
22680,-81.34,16.17,0.78,6257,0
22700,-81.17,15.61,0.26,6237,0
22720,-80.99,15.04,-0.27,6215,0
22740,-80.81,14.46,0.40,6174,0
22760,-80.63,13.87,-0.33,6182,0
22780,-80.45,13.27,0.77,6153,0
22800,-80.26,12.67,1.06,6128,0
22820,-80.08,12.05,1.42,6142,0
22840,-79.89,11.43,-0.01,6112,0
22860,-79.70,10.81,0.09,6102,0
22880,-79.51,10.17,-0.45,6093,0
22900,-79.32,9.54,-0.47,6096,0
22920,-79.12,8.89,0.33,6066,0
22940,-78.93,8.24,-0.26,6056,0
22960,-78.73,7.59,-0.22,6057,0
22980,-78.53,6.93,-0.06,6029,0
23000,-78.33,6.26,1.02,6033,0
23020,-78.13,5.59,0.58,6015,0
23040,-77.93,4.92,-0.21,6012,0
23060,-77.72,4.25,0.16,6012,0
23080,-77.51,3.57,1.05,6022,0
23100,-77.30,2.90,0.80,6000,0
23120,-77.09,2.22,0.49,6016,0
23140,-76.88,1.53,0.54,5993,0
23160,-76.67,0.85,0.21,5999,0
23180,-76.45,0.17,0.40,5996,0
23200,-76.24,-0.51,0.68,6013,0
23220,-76.02,-1.20,0.60,5998,0
23240,-75.80,-1.88,-0.56,6020,0
23260,-75.58,-2.56,-0.80,6023,0
23280,-75.35,-3.24,0.36,5948,0
23300,-75.13,-3.92,0.17,5876,0
23320,-74.90,-4.59,-0.48,5772,0
23340,-74.68,-5.26,0.46,5685,0
23360,-74.45,-5.93,-0.43,5621,0
23380,-74.22,-6.60,-0.46,5557,0
23400,-73.98,-7.26,-0.28,5475,0
23420,-73.75,-7.92,0.88,5432,0
23440,-73.52,-8.57,-0.94,5344,0
23460,-73.28,-9.22,0.04,5285,0
23480,-73.04,-9.86,0.34,5223,0
23500,-72.80,-10.49,0.56,5155,0
23520,-72.56,-11.12,0.13,5110,0
23540,-72.32,-11.75,-0.29,5039,0
23560,-72.07,-12.36,-0.66,4997,0
23580,-71.83,-12.97,-0.45,4933,0
23600,-71.58,-13.57,0.36,4866,0
23620,-71.33,-14.17,0.02,4832,0
23640,-71.08,-14.75,-0.90,4794,0
23660,-70.83,-15.33,0.17,4735,0
23680,-70.58,-15.90,-0.65,4699,0
23700,-70.32,-16.45,0.13,4653,0
23720,-70.07,-17.00,0.68,4616,0
23740,-69.81,-17.54,1.29,4564,0
23760,-69.55,-18.07,-0.25,4515,0
23780,-69.29,-18.58,-0.56,4470,0
23800,-69.03,-19.09,-1.13,4434,0
23820,-68.76,-19.58,0.26,4394,0
23840,-68.50,-20.06,-0.21,4368,0
23860,-68.23,-20.53,-0.39,4335,0
23880,-67.97,-20.99,-1.13,4280,0
23900,-67.70,-21.44,-0.47,4237,0
23920,-67.43,-21.87,0.31,4228,0
23940,-67.15,-22.29,0.31,4162,0
23960,-66.88,-22.70,-0.14,4146,0
23980,-66.61,-23.09,-0.18,4107,0
24000,-66.33,-23.47,-1.04,4067,0
24020,-66.05,-23.83,0.75,4039,0
24040,-65.78,-24.19,-0.16,4024,0
24060,-65.50,-24.52,-0.12,3966,0
24080,-65.21,-24.85,0.21,3953,0
24100,-64.93,-25.15,0.21,3904,0
24120,-64.65,-25.45,0.30,3877,0
24140,-64.36,-25.72,-0.86,3843,0
24160,-64.08,-25.98,0.45,3817,0
24180,-63.79,-26.23,-0.06,3772,0
24200,-63.50,-26.46,-0.22,3765,0
24220,-63.21,-26.68,1.19,3716,0
24240,-62.92,-26.88,0.60,3703,0
24260,-62.62,-27.06,0.95,3651,0
24280,-62.33,-27.23,-0.30,3613,0
24300,-62.03,-27.38,0.78,3610,0
24320,-61.74,-27.51,-0.39,3560,0
24340,-61.44,-27.63,-1.13,3543,0
24360,-61.14,-27.73,0.33,3518,0
24380,-60.84,-27.82,0.31,3475,0
24400,-60.53,-27.89,0.18,3459,0
24420,-60.23,-27.94,0.88,3425,0
24440,-59.93,-27.98,0.09,3383,0
24460,-59.62,-28.00,0.60,3353,0
24480,-59.31,-28.00,0.28,3324,0
24500,-59.01,-27.98,0.04,3300,0
24520,-58.70,-27.95,-0.05,3288,0
24540,-58.39,-27.91,0.48,3254,0
24560,-58.07,-27.84,-0.10,3223,0
24580,-57.76,-27.76,0.44,3188,0
24600,-57.45,-27.66,0.16,3140,0
24620,-57.13,-27.55,-0.02,3115,0
24640,-56.81,-27.42,-0.42,3102,0
24660,-56.50,-27.28,-1.01,3037,0
24680,-56.18,-27.11,-0.37,3022,0
24700,-55.86,-26.93,0.33,2997,0
24720,-55.54,-26.74,0.18,2988,0
24740,-55.21,-26.53,-0.43,2943,0
24760,-54.89,-26.30,0.79,2915,0
24780,-54.56,-26.06,-1.13,2895,0
24800,-54.24,-25.80,0.92,2861,0
24820,-53.91,-25.53,-0.86,2831,0
24840,-53.58,-25.24,0.34,2789,0
24860,-53.25,-24.94,-0.47,2769,0
24880,-52.92,-24.62,0.56,2726,0
24900,-52.59,-24.29,0.83,2693,0
24920,-52.26,-23.94,0.17,2681,0
24940,-51.93,-23.58,-0.34,2638,0
24960,-51.59,-23.21,-0.85,2634,0
24980,-51.26,-22.82,-0.81,2624,0
25000,-50.92,-22.41,0.02,2559,0
25020,-50.58,-22.00,0.42,2553,0
25040,-50.24,-21.57,-0.12,2517,0
25060,-49.90,-21.13,-0.33,2493,0
25080,-49.56,-20.67,0.55,2441,0
25100,-49.22,-20.21,0.09,2450,0
25120,-48.88,-19.73,0.14,2415,0
25140,-48.53,-19.24,-0.04,2399,0
25160,-48.19,-18.73,-0.99,2388,0
25180,-47.84,-18.22,-0.61,2355,0
25200,-47.49,-17.70,0.86,2326,0
25220,-47.15,-17.16,-0.06,2295,0
25240,-46.80,-16.62,0.55,2279,0
25260,-46.45,-16.06,-0.97,2254,0
25280,-46.10,-15.50,-0.20,2250,0
25300,-45.75,-14.93,0.62,2220,0
25320,-45.39,-14.34,-0.22,2194,0
25340,-45.04,-13.75,0.24,2187,0
25360,-44.68,-13.16,0.60,2160,0
25380,-44.33,-12.55,-0.24,2174,0
25400,-43.97,-11.93,-1.22,2151,0
25420,-43.61,-11.31,-0.20,2129,0
25440,-43.26,-10.69,-0.20,2097,0
25460,-42.90,-10.05,-0.74,2072,0
25480,-42.54,-9.41,0.75,2058,0
25500,-42.18,-8.76,-0.20,2061,0
25520,-41.81,-8.11,-0.40,2026,0
25540,-41.45,-7.46,1.04,2004,0
25560,-41.09,-6.80,0.07,2011,0
25580,-40.72,-6.13,-0.59,1984,1
25600,-40.36,-5.46,0.45,1992,1
25620,-39.99,-4.79,0.57,691,1
25640,-39.63,-4.12,0.37,689,1
25660,-39.26,-3.44,-0.24,690,1
25680,-38.89,-2.76,0.25,706,1
25700,-38.52,-2.08,-0.48,712,1
25720,-38.15,-1.40,0.77,718,1
25740,-37.78,-0.72,0.27,699,1
25760,-37.41,-0.04,-0.09,691,1
25780,-37.03,0.65,0.05,684,1
25800,-36.66,1.33,0.77,702,1
25820,-36.29,2.01,0.47,711,1
25840,-35.91,2.69,-0.13,696,1
25860,-35.54,3.37,0.13,697,1
25880,-35.16,4.05,0.44,679,1
25900,-34.78,4.72,-0.30,684,1
25920,-34.41,5.39,-0.30,703,1
25940,-34.03,6.06,-0.06,723,1
25960,-33.65,6.73,0.68,722,1
25980,-33.27,7.39,0.23,700,1
26000,-32.89,8.04,-0.19,721,1
26020,-32.51,8.70,-0.32,709,1
26040,-32.13,9.34,-0.20,710,1
26060,-31.74,9.98,0.58,711,1
26080,-31.36,10.62,0.08,728,1
26100,-30.98,11.25,0.49,716,1
26120,-30.59,11.87,-0.61,711,1
